id,donor_id,acceptor_id,pair_key,reaction_type,round,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_orca_kcal,donor_G_xtb,donor_G_gxtb,donor_xtb_energy,donor_xtb_HOMO,donor_xtb_LUMO,donor_xtb_gap,donor_xtb_IP,donor_xtb_EA,donor_xtb_mu,donor_xtb_eta,donor_xtb_omega,donor_xtb_dipole,donor_mulliken_CHO_C,donor_mulliken_CHO_O,donor_fukui_plus_CHO_C,donor_fukui_minus_CHO_C,donor_fukui_0_CHO_C,donor_dual_descriptor_CHO_C,donor_wbo_CO,donor_pa_CHO_O,donor_vbur_CHO_C,donor_sterimol_L,donor_sterimol_B1,donor_sterimol_B5,donor_SASA_total,donor_P_int,donor_bde_gxtb_kcal,acceptor_G_xtb,acceptor_G_gxtb,acceptor_xtb_energy,acceptor_xtb_HOMO,acceptor_xtb_LUMO,acceptor_xtb_gap,acceptor_xtb_IP,acceptor_xtb_EA,acceptor_xtb_mu,acceptor_xtb_eta,acceptor_xtb_omega,acceptor_xtb_dipole,acceptor_mulliken_CHO_C,acceptor_mulliken_CHO_O,acceptor_fukui_plus_CHO_C,acceptor_fukui_minus_CHO_C,acceptor_fukui_0_CHO_C,acceptor_dual_descriptor_CHO_C,acceptor_wbo_CO,acceptor_pa_CHO_O,acceptor_vbur_CHO_C,acceptor_sterimol_L,acceptor_sterimol_B1,acceptor_sterimol_B5,acceptor_SASA_total,acceptor_P_int,acceptor_bde_gxtb_kcal,xtb_energy,xtb_HOMO,xtb_LUMO,xtb_gap,xtb_IP,xtb_EA,xtb_mu,xtb_eta,xtb_omega,xtb_dipole,mulliken_ketC,mulliken_ketO,mulliken_carbC,mulliken_hydO,mulliken_hydH,wbo_CO_ket,wbo_CC_new,wbo_CO_carb,fukui_plus_ketC,fukui_minus_ketC,fukui_0_ketC,dual_ketC,fukui_plus_carbC,fukui_minus_carbC,fukui_0_carbC,dual_carbC,pa_ketO,vbur_ketC,vbur_carbC,sterimol_L,sterimol_B1,sterimol_B5,SASA_total,P_int,hb_dist,hb_angle,dih_core,bde_gxtb_kcal,donor_MW,donor_LogP,donor_TPSA,donor_HBD,donor_HBA,donor_RotBonds,donor_ArRings,donor_ArHetRings,donor_AlRings,donor_Rings,donor_Heteroatoms,donor_FractionCSP3,donor_BertzCT,donor_Kappa2,donor_NumStereocenters,donor_n_CHO,acceptor_MW,acceptor_LogP,acceptor_TPSA,acceptor_HBD,acceptor_HBA,acceptor_RotBonds,acceptor_ArRings,acceptor_ArHetRings,acceptor_AlRings,acceptor_Rings,acceptor_Heteroatoms,acceptor_FractionCSP3,acceptor_BertzCT,acceptor_Kappa2,acceptor_NumStereocenters,acceptor_n_CHO,product_MW,product_LogP,product_TPSA,product_HBD,product_HBA,product_RotBonds,product_ArRings,product_ArHetRings,product_AlRings,product_Rings,product_Heteroatoms,product_FractionCSP3,product_BertzCT,product_Kappa2,product_NumStereocenters,product_n_CHO,interaction_gap_HOMOd_LUMOa,interaction_fukui_match,interaction_absdiff_xtb_gap,interaction_absdiff_xtb_dipole,interaction_absdiff_sterimol_L,interaction_absdiff_sterimol_B1,interaction_absdiff_sterimol_B5,interaction_absdiff_SASA_total,interaction_absdiff_MW,interaction_absdiff_TPSA
MGJJTEKBMONTCP-UHFFFAOYSA-N__NRTORAVBWLJRMX-UHFFFAOYSA-N,MGJJTEKBMONTCP-UHFFFAOYSA-N,NRTORAVBWLJRMX-UHFFFAOYSA-N,MGJJTEKBMONTCP-UHFFFAOYSA-N__NRTORAVBWLJRMX-UHFFFAOYSA-N,carbo-carbo,round1,Cc1cc(C=O)cc(C)c1B(O)O,CCC(C)(Pc1ccc(F)cc1C=O)c1cc(OC)cc(OC)c1OC,CCC(C)(Pc1ccc(F)cc1C(O)C(=O)c1cc(C)c(B(O)O)c(C)c1)c1cc(OC)cc(OC)c1OC,-8.9718,-2.0795,-1.9621085838758083,-38.266243698584,-600.0965016208579,-38.376713579972,-10.4652,-7.5674,2.8978,8.2149,-0.111,-4.05195,4.16295,1.971955,7.767,0.206017,-0.34806,0.056631,0.008978,0.032805,0.047653,1.849807,56.4368,43.5997,8.9448,2.6433,4.459,368.3383,17.3485,83.016,-78.261925304694,-1518.303972301708,-78.565855005915,-9.697,-8.0699,1.6271,6.838,0.7333,-3.78565,3.05235,2.347559,3.6,0.195766,-0.278727,0.046759,0.005485,0.026122,0.041274,1.769358,59.3218,53.1891,6.7811,1.9572,10.8326,588.7906,20.1097,76.639,-116.987528535663,-9.6262,-7.6219,2.0043,6.6042,0.5416,-3.5729,3.0313,2.105634,8.022,0.212022,-0.382262,0.097793,-0.448249,0.316445,1.772721,0.950057,1.004685,0.049319,-0.000139,0.02459,0.049458,-0.003797,0.00153,-0.001133,-0.005327,64.0253,68.1618,75.4187,10.0496,2.8346,9.1282,801.2482,21.2457,1.9376,119.8883,-3.2419,40.809,177.996,-0.20426,57.53,2,3,2,1,0,0,1,4,0.222222,310.626853,3.724011,0,1,378.38,4.2932,44.76,0,4,8,2,0,0,2,6,0.35,793.620916,8.501606,2,1,556.376,3.69364,105.45,3,7,11,3,0,0,3,10,0.344828,1340.698112,12.475825,3,0,-2.395299999999999,0.00041980230200000003,1.2707000000000002,4.167,2.1637000000000004,0.6860999999999999,6.3736,220.45230000000004,200.384,12.770000000000003
FLJHXLIGMQTVSG-UHFFFAOYSA-N__OPRWBRQQXFSXDD-UHFFFAOYSA-N,FLJHXLIGMQTVSG-UHFFFAOYSA-N,OPRWBRQQXFSXDD-UHFFFAOYSA-N,FLJHXLIGMQTVSG-UHFFFAOYSA-N__OPRWBRQQXFSXDD-UHFFFAOYSA-N,carbo-carbo,round1,O=Cc1c(OCC(=O)Nc2cc([N+](=O)[O-])ccc2F)ccc2ccccc12,COc1ccc(C=O)c(F)c1C(=O)Cl,COc1ccc(C(O)C(=O)c2c(OCC(=O)Nc3cc([N+](=O)[O-])ccc3F)ccc3ccccc23)c(F)c1C(=O)Cl,-10.0985,2.6701,6.364498035098556,-77.936263935775,-1317.118148447288,-78.121848748451,-10.6657,-9.1217,1.544,8.0181,2.1191,-5.0686,2.9495,4.355095,2.896,0.20549,-0.351349,0.015231,0.003788,0.00951,0.011443,1.829149,58.5042,49.0531,7.7556,1.9836,10.4375,574.4869,20.09,67.577,-43.716223007793,-1132.246214942281,-43.780260867974,-11.334,-8.5643,2.7697,9.0433,1.2611,-5.1522,3.8911,3.41101,6.318,0.211633,-0.324212,0.031689,0.01017,0.02093,0.021519,1.870041,42.0258,44.8338,8.9264,2.1215,5.0414,370.9676,17.955,91.342,-121.953412573269,-10.7124,-9.0495,1.6629,7.7541,2.1728,-4.96345,2.79065,4.413996,6.426,0.2349,-0.33986,0.103071,-0.432515,0.31877,1.86371,0.922036,1.021445,0.006992,0.00064,0.003816,0.006352,-0.001862,0.004772,0.001455,-0.006634,55.5176,74.975,71.2711,6.2236,2.6006,8.3677,754.5447,21.9767,2.039,116.7389,-8.2867,,368.32,3.7171,98.54,1,5,6,3,0,0,3,8,0.052632,1051.449499,7.607502,0,1,216.595,2.0258,43.37,0,3,3,1,0,0,1,5,0.111111,389.888611,4.194133,0,1,584.915,5.3476,145.07,2,8,10,4,0,0,4,13,0.107143,1712.572164,12.06555,1,0,-2.1014,0.000120037932,1.2256999999999998,3.4219999999999997,1.170799999999999,0.13790000000000013,5.3961,203.5193,151.725,55.17000000000001
NRTORAVBWLJRMX-UHFFFAOYSA-N__MGJJTEKBMONTCP-UHFFFAOYSA-N,NRTORAVBWLJRMX-UHFFFAOYSA-N,MGJJTEKBMONTCP-UHFFFAOYSA-N,MGJJTEKBMONTCP-UHFFFAOYSA-N__NRTORAVBWLJRMX-UHFFFAOYSA-N,carbo-carbo,round1,CCC(C)(Pc1ccc(F)cc1C=O)c1cc(OC)cc(OC)c1OC,Cc1cc(C=O)cc(C)c1B(O)O,CCC(C)(Pc1ccc(F)cc1C(=O)C(O)c1cc(C)c(B(O)O)c(C)c1)c1cc(OC)cc(OC)c1OC,-10.1382,5.6121,8.051940252559477,-78.261925304694,-1518.303972301708,-78.565855005915,-9.697,-8.0699,1.6271,6.838,0.7333,-3.78565,3.05235,2.347559,3.6,0.195766,-0.278727,0.046759,0.005485,0.026122,0.041274,1.769358,59.3218,53.1891,6.7811,1.9572,10.8326,588.7906,20.1097,76.639,-38.266243698584,-600.0965016208579,-38.376713579972,-10.4652,-7.5674,2.8978,8.2149,-0.111,-4.05195,4.16295,1.971955,7.767,0.206017,-0.34806,0.056631,0.008978,0.032805,0.047653,1.849807,56.4368,43.5997,8.9448,2.6433,4.459,368.3383,17.3485,83.016,-116.990201610187,-9.5407,-7.8897,1.651,6.4902,0.7407,-3.61545,2.87475,2.273498,5.542,0.203399,-0.319138,0.097359,-0.439272,0.313904,1.681051,0.964351,1.002439,0.056804,0.007416,0.03211,0.049388,-0.002983,0.001262,-0.00086,-0.004245,70.0209,75.2225,67.3698,7.0035,3.5159,8.4946,819.148,21.0787,2.0572,115.3387,12.1346,45.477,378.38,4.2932,44.76,0,4,8,2,0,0,2,6,0.35,793.620916,8.501606,2,1,177.996,-0.20426,57.53,2,3,2,1,0,0,1,4,0.222222,310.626853,3.724011,0,1,556.376,3.69364,105.45,3,7,11,3,0,0,3,10,0.344828,1340.698112,12.475825,3,0,-2.129599999999999,0.00031062103500000004,1.2707000000000002,4.167,2.1637000000000004,0.6860999999999999,6.3736,220.45230000000004,200.384,12.770000000000003
OPRWBRQQXFSXDD-UHFFFAOYSA-N__FLJHXLIGMQTVSG-UHFFFAOYSA-N,OPRWBRQQXFSXDD-UHFFFAOYSA-N,FLJHXLIGMQTVSG-UHFFFAOYSA-N,FLJHXLIGMQTVSG-UHFFFAOYSA-N__OPRWBRQQXFSXDD-UHFFFAOYSA-N,carbo-carbo,round1,COc1ccc(C=O)c(F)c1C(=O)Cl,O=Cc1c(OCC(=O)Nc2cc([N+](=O)[O-])ccc2F)ccc2ccccc12,COc1ccc(C(=O)C(O)c2c(OCC(=O)Nc3cc([N+](=O)[O-])ccc3F)ccc3ccccc23)c(F)c1C(=O)Cl,-7.9116,4.1903,6.230192783724798,-43.716223007793,-1132.246214942281,-43.780260867974,-11.334,-8.5643,2.7697,9.0433,1.2611,-5.1522,3.8911,3.41101,6.318,0.211633,-0.324212,0.031689,0.01017,0.02093,0.021519,1.870041,42.0258,44.8338,8.9264,2.1215,5.0414,370.9676,17.955,91.342,-77.936263935775,-1317.118148447288,-78.121848748451,-10.6657,-9.1217,1.544,8.0181,2.1191,-5.0686,2.9495,4.355095,2.896,0.20549,-0.351349,0.015231,0.003788,0.00951,0.011443,1.829149,58.5042,49.0531,7.7556,1.9836,10.4375,574.4869,20.09,67.577,-121.951491662808,-10.5874,-8.8225,1.7649,7.7057,2.202,-4.95385,2.75185,4.458933,8.378,0.232526,-0.359677,0.101435,-0.439993,0.323279,1.807517,0.954725,0.990905,0.015673,0.00212,0.008896,0.013553,-0.002,-0.000939,-0.001469,-0.001061,49.9424,72.6233,76.5561,9.2497,1.947,8.5009,762.9754,21.7592,2.0312,114.8025,14.9935,,216.595,2.0258,43.37,0,3,3,1,0,0,1,5,0.111111,389.888611,4.194133,0,1,368.32,3.7171,98.54,1,5,6,3,0,0,3,8,0.052632,1051.449499,7.607502,0,1,584.915,5.3476,145.07,2,8,10,4,0,0,4,13,0.107143,1712.572164,12.06555,1,0,-2.212299999999999,0.00015489927000000001,1.2256999999999998,3.4219999999999997,1.170799999999999,0.13790000000000013,5.3961,203.5193,151.725,55.17000000000001
UDYQQOWAOFCYIV-UHFFFAOYSA-N__RRZCXAVADGOJCY-UHFFFAOYSA-N,UDYQQOWAOFCYIV-UHFFFAOYSA-N,RRZCXAVADGOJCY-UHFFFAOYSA-N,RRZCXAVADGOJCY-UHFFFAOYSA-N__UDYQQOWAOFCYIV-UHFFFAOYSA-N,carbo-hetero,round1,O=Cc1ccc(C(=O)NCCc2ccccc2)cc1,Cc1cc(NC(=O)C2CCN(c3ccc(C=O)cc3)CC2)ncc1I,Cc1cc(NC(=O)C2CCN(c3ccc(C(O)C(=O)c4ccc(C(=O)NCCc5ccccc5)cc4)cc3)CC2)ncc1I,-6.2217,5.2657,9.611344039693718,-52.747259200341,-823.7543343721901,-52.938125336011,-10.8423,-8.2802,2.5621,8.0097,0.9025,-4.4561,3.5536,2.793903,3.748,0.206521,-0.331735,0.038406,0.007064,0.022735,0.031342,1.870802,45.731,43.5042,10.761,1.9288,8.2691,488.7302,18.9666,80.602,-71.378263573986,-1348.223998849262,-71.631726285996,-10.0245,-7.4937,2.5308,7.1609,0.936,-4.04845,3.11245,2.632966,6.412,0.201557,-0.366997,0.028726,0.003551,0.016139,0.025175,1.814994,67.2211,43.623,14.5193,1.8255,11.2184,611.982,20.2978,77.613,-124.610266499561,-9.6543,-8.1306,1.5237,6.7157,1.4439,-4.0798,2.6359,3.157322,7.757,0.214124,-0.371562,0.095553,-0.445093,0.313465,1.794627,0.962955,1.000779,0.035933,0.000558,0.018246,0.035375,-0.002425,-0.001574,-0.001999,-0.000851,64.9591,68.2317,67.2504,11.9509,2.4716,14.6461,969.2218,21.1343,2.0101,117.4278,-5.7508,29.173,253.301,2.4716,46.17,1,2,5,2,0,0,2,3,0.125,546.721433,6.49583,0,1,449.292,3.66222,62.3,1,4,4,2,1,1,3,6,0.315789,768.738715,7.946481,0,1,702.593,5.73852,111.63,3,6,10,4,1,1,5,9,0.257143,1602.560283,14.589728,1,0,-3.3486000000000002,0.000202920464,0.031299999999999883,2.6639999999999997,3.7583,0.10330000000000017,2.949300000000001,123.25179999999995,195.99099999999999,16.129999999999995
RRZCXAVADGOJCY-UHFFFAOYSA-N__UDYQQOWAOFCYIV-UHFFFAOYSA-N,RRZCXAVADGOJCY-UHFFFAOYSA-N,UDYQQOWAOFCYIV-UHFFFAOYSA-N,RRZCXAVADGOJCY-UHFFFAOYSA-N__UDYQQOWAOFCYIV-UHFFFAOYSA-N,carbo-hetero,round1,Cc1cc(NC(=O)C2CCN(c3ccc(C=O)cc3)CC2)ncc1I,O=Cc1ccc(C(=O)NCCc2ccccc2)cc1,Cc1cc(NC(=O)C2CCN(c3ccc(C(=O)C(O)c4ccc(C(=O)NCCc5ccccc5)cc4)cc3)CC2)ncc1I,-10.4171,4.4191,3.756836154472571,-71.378263573986,-1348.223998849262,-71.631726285996,-10.0245,-7.4937,2.5308,7.1609,0.936,-4.04845,3.11245,2.632966,6.412,0.201557,-0.366997,0.028726,0.003551,0.016139,0.025175,1.814994,67.2211,43.623,14.5193,1.8255,11.2184,611.982,20.2978,77.613,-52.747259200341,-823.7543343721901,-52.938125336011,-10.8423,-8.2802,2.5621,8.0097,0.9025,-4.4561,3.5536,2.793903,3.748,0.206521,-0.331735,0.038406,0.007064,0.022735,0.031342,1.870802,45.731,43.5042,10.761,1.9288,8.2691,488.7302,18.9666,80.602,-124.616515142622,-10.116,-7.6298,2.4862,6.8639,1.2016,-4.03275,2.83115,2.872167,5.903,0.206758,-0.397561,0.094325,-0.449389,0.316732,1.743132,0.943032,1.004552,0.02949,0.003595,0.016542,0.025895,-0.001832,-0.000949,-0.001391,-0.000883,64.6403,67.799,67.1793,7.84,2.4629,17.0323,971.512,21.1258,1.933,120.3177,7.2399,32.643,449.292,3.66222,62.3,1,4,4,2,1,1,3,6,0.315789,768.738715,7.946481,0,1,253.301,2.4716,46.17,1,2,5,2,0,0,2,3,0.125,546.721433,6.49583,0,1,702.593,5.73852,111.63,3,6,10,4,1,1,5,9,0.257143,1602.560283,14.589728,1,0,-1.744299999999999,0.000136379706,0.031299999999999883,2.6639999999999997,3.7583,0.10330000000000017,2.949300000000001,123.25179999999995,195.99099999999999,16.129999999999995
QKDYGSVKNIPWRC-UHFFFAOYSA-N__LHTCYULICDEHKE-UHFFFAOYSA-N,QKDYGSVKNIPWRC-UHFFFAOYSA-N,LHTCYULICDEHKE-UHFFFAOYSA-N,LHTCYULICDEHKE-UHFFFAOYSA-N__QKDYGSVKNIPWRC-UHFFFAOYSA-N,carbo-hetero,round1,COc1cc(C=O)c(Cc2ccccc2)c(OC)c1O,O=Cc1ccc(-c2ccc(OCc3ccccc3)nc2)cc1OCC(F)(F)F,COc1cc(C(=O)C(O)c2ccc(-c3ccc(OCc4ccccc4)nc3)cc2OCC(F)(F)F)c(Cc2ccccc2)c(OC)c1O,-7.5446,2.8822,12.58249352609766,-58.454615537598,-920.000129809427,-58.655657058433,-10.3132,-7.6501,2.6631,7.552,0.1436,-3.8478,3.7042,1.998483,3.899,0.20492,-0.355674,0.048845,0.000622,0.024733,0.048223,1.835382,58.6892,53.553,7.7673,1.9617,6.8516,483.7998,19.118,82.66,-82.202471084303,-1389.668574640757,-82.429549910906,-10.5816,-8.1779,2.4037,7.7448,1.0674,-4.4061,3.3387,2.907377,6.947,0.207056,-0.33741,0.03294,0.005837,0.019388,0.027103,1.854623,56.7544,45.9024,12.978,2.2519,7.367,629.2992,19.4995,78.655,-141.141435070119,-10.1492,-7.5255,2.6237,6.8564,0.7549,-3.80565,3.05075,2.373674,3.176,0.226435,-0.372449,0.095558,-0.435204,0.311707,1.801837,0.930395,1.007739,0.044824,0.004726,0.024775,0.040098,-0.001674,0.002082,0.000204,-0.003756,65.7905,78.1413,72.0963,9.939,2.7241,12.3487,828.3796,22.6634,2.1721,112.5575,38.3163,44.549,272.3,2.8127,55.76,1,4,5,2,0,0,2,4,0.1875,605.619092,6.10309,0,1,387.357,5.0812,48.42,0,4,7,3,1,0,3,7,0.142857,925.875887,8.559287,0,1,659.657,7.4986,107.34,2,8,13,5,1,0,5,11,0.189189,1848.143949,14.907255,1,0,-2.135300000000001,2.048868e-05,0.25939999999999985,3.048,5.2107,0.2902,0.5153999999999996,145.49940000000004,115.05700000000002,7.339999999999996
DOGSPNRZNVHECU-UHFFFAOYSA-N__VOVBJWTWXMYNQH-UHFFFAOYSA-N,DOGSPNRZNVHECU-UHFFFAOYSA-N,VOVBJWTWXMYNQH-UHFFFAOYSA-N,DOGSPNRZNVHECU-UHFFFAOYSA-N__VOVBJWTWXMYNQH-UHFFFAOYSA-N,carbo-hetero,round1,O=Cc1cccc(OC(c2ccncc2)C(F)(F)F)c1,CC(=O)SCCC=Cc1ccc(F)cc1C=O,CC(=O)SCCC=Cc1ccc(F)cc1C(O)C(=O)c1cccc(OC(c2ccncc2)C(F)(F)F)c1,-9.4222,3.2501,3.695937215647632,-60.164632493717,-1044.1726035356469,-60.301395300921,-10.5285,-8.3778,2.1507,8.2504,0.9969,-4.62365,3.62675,2.947286,3.912,0.206919,-0.33085,0.040506,0.00533,0.022918,0.035176,1.871739,41.4253,43.5543,7.5789,1.9827,7.5825,458.4284,18.7739,88.375,-50.38166268687,-1151.533614856511,-50.529218784018,-10.9269,-8.3243,2.6026,8.081,1.1136,-4.5973,3.4837,3.033437,5.019,0.206202,-0.331755,0.036445,0.003843,0.020144,0.032602,1.8664,49.03,47.0229,6.8251,1.7399,10.7651,478.1983,18.4234,80.272,-110.877857029925,-10.5255,-8.4696,2.0559,7.4586,1.4436,-4.4511,3.0075,3.293814,4.606,0.214651,-0.36762,0.094818,-0.43837,0.316993,1.797209,0.95849,1.00556,0.042612,0.000639,0.021625,0.041973,-0.002475,-0.001579,-0.002027,-0.000896,43.154,68.3511,70.8856,11.8235,2.3953,6.3155,796.9566,20.5582,2.0178,116.972,4.7603,45.488,281.233,3.5765,39.19,0,3,4,2,1,0,2,6,0.142857,584.472929,5.728856,1,1,252.31,3.3212,34.14,0,3,5,1,0,0,1,4,0.230769,441.045645,7.01345,0,1,533.543,6.5024,76.49,1,6,10,3,1,0,3,10,0.222222,1264.761004,12.645084,2,0,-2.2042,0.00019425184999999999,0.45189999999999975,1.1070000000000002,0.7538,0.2427999999999999,3.1826000000000008,19.769900000000007,28.923000000000002,5.049999999999997
VOVBJWTWXMYNQH-UHFFFAOYSA-N__DOGSPNRZNVHECU-UHFFFAOYSA-N,VOVBJWTWXMYNQH-UHFFFAOYSA-N,DOGSPNRZNVHECU-UHFFFAOYSA-N,DOGSPNRZNVHECU-UHFFFAOYSA-N__VOVBJWTWXMYNQH-UHFFFAOYSA-N,carbo-hetero,round1,CC(=O)SCCC=Cc1ccc(F)cc1C=O,O=Cc1cccc(OC(c2ccncc2)C(F)(F)F)c1,CC(=O)SCCC=Cc1ccc(F)cc1C(=O)C(O)c1cccc(OC(c2ccncc2)C(F)(F)F)c1,-9.3625,2.159,8.696792278790479,-50.38166268687,-1151.533614856511,-50.529218784018,-10.9269,-8.3243,2.6026,8.081,1.1136,-4.5973,3.4837,3.033437,5.019,0.206202,-0.331755,0.036445,0.003843,0.020144,0.032602,1.8664,49.03,47.0229,6.8251,1.7399,10.7651,478.1983,18.4234,80.272,-60.164632493717,-1044.1726035356469,-60.301395300921,-10.5285,-8.3778,2.1507,8.2504,0.9969,-4.62365,3.62675,2.947286,3.912,0.206919,-0.33085,0.040506,0.00533,0.022918,0.035176,1.871739,41.4253,43.5543,7.5789,1.9827,7.5825,458.4284,18.7739,88.375,-110.883908592766,-10.6814,-8.4396,2.2418,7.5744,1.4249,-4.49965,3.07475,3.292438,3.157,0.21533,-0.364916,0.095375,-0.441014,0.316806,1.793126,0.945672,1.007321,0.043225,0.00374,0.023482,0.039485,-0.003461,-8.4e-05,-0.001772,-0.003377,43.9245,71.9367,67.7413,5.8434,1.8931,8.8405,704.6562,22.0357,1.9673,118.3562,-6.8198,49.208,252.31,3.3212,34.14,0,3,5,1,0,0,1,4,0.230769,441.045645,7.01345,0,1,281.233,3.5765,39.19,0,3,4,2,1,0,2,6,0.142857,584.472929,5.728856,1,1,533.543,6.5024,76.49,1,6,10,3,1,0,3,10,0.222222,1264.761004,12.645084,2,0,-2.5490999999999993,0.000155664558,0.45189999999999975,1.1070000000000002,0.7538,0.2427999999999999,3.1826000000000008,19.769900000000007,28.923000000000002,5.049999999999997
LHTCYULICDEHKE-UHFFFAOYSA-N__QKDYGSVKNIPWRC-UHFFFAOYSA-N,LHTCYULICDEHKE-UHFFFAOYSA-N,QKDYGSVKNIPWRC-UHFFFAOYSA-N,LHTCYULICDEHKE-UHFFFAOYSA-N__QKDYGSVKNIPWRC-UHFFFAOYSA-N,carbo-hetero,round1,O=Cc1ccc(-c2ccc(OCc3ccccc3)nc2)cc1OCC(F)(F)F,COc1cc(C=O)c(Cc2ccccc2)c(OC)c1O,COc1cc(C(O)C(=O)c2ccc(-c3ccc(OCc4ccccc4)nc3)cc2OCC(F)(F)F)c(Cc2ccccc2)c(OC)c1O,-6.7482,7.0297,13.154020443826322,-82.202471084303,-1389.668574640757,-82.429549910906,-10.5816,-8.1779,2.4037,7.7448,1.0674,-4.4061,3.3387,2.907377,6.947,0.207056,-0.33741,0.03294,0.005837,0.019388,0.027103,1.854623,56.7544,45.9024,12.978,2.2519,7.367,629.2992,19.4995,78.655,-58.454615537598,-920.000129809427,-58.655657058433,-10.3132,-7.6501,2.6631,7.552,0.1436,-3.8478,3.7042,1.998483,3.899,0.20492,-0.355674,0.048845,0.000622,0.024733,0.048223,1.835382,58.6892,53.553,7.7673,1.9617,6.8516,483.7998,19.118,82.66,-141.134064017137,-9.8838,-8.0949,1.7889,6.8474,1.1761,-4.01175,2.83565,2.837822,5.602,0.217261,-0.382643,0.094109,-0.447564,0.314191,1.768899,0.971808,0.999791,0.045946,-0.002062,0.021942,0.048008,-0.001483,-0.002756,-0.002119,0.001273,59.7953,69.3592,77.036,8.6539,2.5772,14.3999,880.6909,21.9218,1.957,117.7599,9.2021,40.961,387.357,5.0812,48.42,0,4,7,3,1,0,3,7,0.142857,925.875887,8.559287,0,1,272.3,2.8127,55.76,1,4,5,2,0,0,2,4,0.1875,605.619092,6.10309,0,1,659.657,7.4986,107.34,2,8,13,5,1,0,5,11,0.189189,1848.143949,14.907255,1,0,-2.9314999999999998,0.000285108265,0.25939999999999985,3.048,5.2107,0.2902,0.5153999999999996,145.49940000000004,115.05700000000002,7.339999999999996
BRHOADVFPAGFCR-UHFFFAOYSA-N__XAARDLQCFVXTPT-UHFFFAOYSA-N,BRHOADVFPAGFCR-UHFFFAOYSA-N,XAARDLQCFVXTPT-UHFFFAOYSA-N,BRHOADVFPAGFCR-UHFFFAOYSA-N__XAARDLQCFVXTPT-UHFFFAOYSA-N,carbo-hetero,round1,Cc1c(-c2ccccc2)nc2ccc(Br)cc2c1C(=O)Nc1ccc(C=O)cc1F,O=Cc1cc(Br)ccc1Oc1ccc(F)c(Br)c1,Cc1c(-c2ccccc2)nc2ccc(Br)cc2c1C(=O)Nc1ccc(C(=O)C(O)c2cc(Br)ccc2Oc2ccc(F)c(Br)c2)cc1F,-10.1963,0.7996,6.719665908197428,-82.114185607669,-3857.826089938944,-82.345481861754,-10.4525,-8.4506,2.0019,7.6002,1.8295,-4.71485,2.88535,3.852186,5.131,0.206208,-0.328184,0.023976,0.004749,0.014363,0.019227,1.867371,50.3712,43.4681,14.8132,3.112,7.2632,657.6425,21.1398,76.855,-52.323911030797,-5897.846922031488,-52.406986671894,-11.2493,-8.668,2.5813,8.3439,1.4573,-4.9006,3.4433,3.487335,4.301,0.209796,-0.32024,0.036026,0.003047,0.019537,0.032979,1.877058,42.0977,45.5658,6.8346,1.9717,8.895,471.6125,20.3673,83.004,-134.81217957628,-10.3377,-8.5956,1.7421,7.3414,1.996,-4.6687,2.6727,4.077667,3.354,0.219502,-0.363768,0.100689,-0.436573,0.322455,1.79191,0.954417,1.008458,0.031807,0.000722,0.016265,0.031085,-0.003181,-0.002311,-0.002746,-0.00087,49.0302,72.5663,68.3249,8.1286,1.9284,14.1799,855.8338,24.01,1.9859,117.7436,-0.5726,42.321,463.306,6.17662,59.06,1,3,4,4,1,0,4,6,0.041667,1289.626773,8.161762,0,1,374.003,4.9555,26.3,0,2,3,2,0,0,2,5,0.0,599.54027,5.627003,0,1,837.309,10.73682,88.52,2,5,8,6,1,0,6,11,0.054054,2231.735037,14.054703,1,0,-1.7845000000000013,0.000171087474,0.5794000000000001,0.8300000000000001,7.9786,1.1403,1.6317999999999993,186.03000000000003,89.303,32.760000000000005
