id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_pred_correction_mean,dG_pred_correction_std,dG_pred
KMHKKWDOBMZQJY-UHFFFAOYSA-N__FAWMWUIOVGHDBC-UHFFFAOYSA-N,KMHKKWDOBMZQJY-UHFFFAOYSA-N,FAWMWUIOVGHDBC-UHFFFAOYSA-N,FAWMWUIOVGHDBC-UHFFFAOYSA-N__KMHKKWDOBMZQJY-UHFFFAOYSA-N,carbo-hetero,Cc1cc(=O)oc2c1ccc1c(O)c(C=NCCC3CNCCO3)cc(C=O)c12,O=CC(CC(S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1)C1OCCc2ccccc21,Cc1cc(=O)oc2c1ccc1c(O)c(C=NCCC3CNCCO3)cc(C(=O)C(O)C(CC(S(=O)(=O)c3ccccc3)S(=O)(=O)c3ccccc3)C3OCCc4ccccc43)c12,-7.2752,9.8268,8.9718763589859,1.8560677860150676,18.7986763589859
BTLKCMVNVDLUMJ-JZWVFAODSA-N__AVSJTRCGESZCQI-UHFFFAOYSA-N,BTLKCMVNVDLUMJ-JZWVFAODSA-N,AVSJTRCGESZCQI-UHFFFAOYSA-N,AVSJTRCGESZCQI-UHFFFAOYSA-N__BTLKCMVNVDLUMJ-JZWVFAODSA-N,carbo-hetero,CC(C)(C)c1cccc(CN2C(=O)O[C@H]3[C@H](Cc4cc(F)c(N)c(C=O)c4)CS(=O)(=O)C[C@@H]32)c1,O=CC1NCC(C(=O)NCc2cc(C3CC3)no2)=C(C2=CC(C(F)(F)F)=CCO2)C1CCC(=O)O,CC(C)(C)c1cccc(CN2C(=O)OC3C(Cc4cc(F)c(N)c(C(=O)C(O)C5NCC(C(=O)NCc6cc(C7CC7)no6)=C(C6=CC(C(F)(F)F)=CCO6)C5CCC(=O)O)c4)CS(=O)(=O)CC32)c1,-15.2954,6.1708,8.03142045736313,1.8272099388542893,14.20222045736313
QPVDOEMIUPTLQM-UHFFFAOYSA-N__NQZJSCYCZWGJCM-DEHCKPKBSA-N,QPVDOEMIUPTLQM-UHFFFAOYSA-N,NQZJSCYCZWGJCM-DEHCKPKBSA-N,NQZJSCYCZWGJCM-DEHCKPKBSA-N__QPVDOEMIUPTLQM-UHFFFAOYSA-N,hetero-hetero,O=Cc1c(-n2ccnc2)c2cc3c4c(c2oc1=O)CCCN4CCC3,C[C@@H]1CC[C@@H](c2nc3cc(Cl)ccc3o2)CN1C1(n2nccn2)C=CC(F)=CC1C=O,CC1CCC(c2nc3cc(Cl)ccc3o2)CN1C1(n2nccn2)C=CC(F)=CC1C(O)C(=O)c1c(-n2ccnc2)c2cc3c4c(c2oc1=O)CCCN4CCC3,-8.3958,-8.6921,10.480855226516724,1.7775112562939408,1.7887552265167237
QTSFAKMNMDPMLZ-VMPITWQZSA-N__RPVSGCNZVIJFSR-UHFFFAOYSA-N,QTSFAKMNMDPMLZ-VMPITWQZSA-N,RPVSGCNZVIJFSR-UHFFFAOYSA-N,QTSFAKMNMDPMLZ-VMPITWQZSA-N__RPVSGCNZVIJFSR-UHFFFAOYSA-N,hetero-hetero,O=CC(c1ccc(Cl)c(F)c1F)n1c(O)c(/C=C2\C=Nc3c2ccc(Cl)c3F)[nH]c1=O,C=C(N=S(N)(=O)c1sc(C)nc1C)Nc1c(C(C)C)cc(F)cc1C(C)C=O,C=C(N=S(N)(=O)c1sc(C)nc1C)Nc1c(C(C)C)cc(F)cc1C(C)C(O)C(=O)C(c1ccc(Cl)c(F)c1F)n1c(O)c(C=C2C=Nc3c2ccc(Cl)c3F)[nH]c1=O,-12.6246,-6.565,9.201205277442932,1.7728817079719958,2.636205277442932
CTZMOJDYEGDJBE-UHFFFAOYSA-N__MWLKCSLODCQGDG-UHFFFAOYSA-N,CTZMOJDYEGDJBE-UHFFFAOYSA-N,MWLKCSLODCQGDG-UHFFFAOYSA-N,CTZMOJDYEGDJBE-UHFFFAOYSA-N__MWLKCSLODCQGDG-UHFFFAOYSA-N,hetero-hetero,C=Cc1cnn(-c2nccc(-c3cc(Nc4ccncn4)c(=O)n(C)c3)c2C=O)c(=O)c1C(=C)F,Cc1ccc(Nc2ccc3c(c2)ncn3-c2ccc(CC=O)c(-c3c(C(F)F)n[nH]c3C)n2)nn1,C=Cc1cnn(-c2nccc(-c3cc(Nc4ccncn4)c(=O)n(C)c3)c2C(=O)C(O)Cc2ccc(-n3cnc4cc(Nc5ccc(C)nn5)ccc43)nc2-c2c(C(F)F)n[nH]c2C)c(=O)c1C(=C)F,-10.1813,-0.3173,8.684063875675202,1.7713966753723969,8.366763875675202
ZRGQFEYNLUOGJZ-FUEDEBDSSA-N__AVSJTRCGESZCQI-UHFFFAOYSA-N,ZRGQFEYNLUOGJZ-FUEDEBDSSA-N,AVSJTRCGESZCQI-UHFFFAOYSA-N,AVSJTRCGESZCQI-UHFFFAOYSA-N__ZRGQFEYNLUOGJZ-FUEDEBDSSA-N,hetero-hetero,O=Cc1sccc1[C@H]1C[C@@H](C(F)(F)F)N[C@]12C(=O)Nc1ccc(Cl)cc12,O=CC1NCC(C(=O)NCc2cc(C3CC3)no2)=C(C2=CC(C(F)(F)F)=CCO2)C1CCC(=O)O,O=C(O)CCC1C(C2=CC(C(F)(F)F)=CCO2)=C(C(=O)NCc2cc(C3CC3)no2)CNC1C(O)C(=O)c1sccc1C1CC(C(F)(F)F)NC12C(=O)Nc1ccc(Cl)cc12,-12.789,-0.8384,7.918706727027893,1.7649967973305942,7.080306727027893
VZLXOQOWRTXGOG-UHFFFAOYSA-N__ZETWHDVBJCVNKM-DCPHZVHLSA-N,VZLXOQOWRTXGOG-UHFFFAOYSA-N,ZETWHDVBJCVNKM-DCPHZVHLSA-N,VZLXOQOWRTXGOG-UHFFFAOYSA-N__ZETWHDVBJCVNKM-DCPHZVHLSA-N,carbo-hetero,CC(=O)OCC(=O)N1CCC2=Nc3c(ccc(Cl)c3Cl)C2(Nc2ccc(Cl)cc2C=O)C1,CC(C)[C@H](NC(=O)c1cnnc2ccccc12)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CC(=O)O,CC(=O)OCC(=O)N1CCC2=Nc3c(ccc(Cl)c3Cl)C2(Nc2ccc(Cl)cc2C(=O)C(O)C(CC(=O)O)NC(=O)C2CCCN2C(=O)C(NC(=O)c2cnnc3ccccc23)C(C)C)C1,-9.5448,12.2813,5.96436637043953,1.7638930635569168,18.24566637043953
DKQFLEXGPUVPLB-UWJYYQICSA-N__OFFGSWLXBFRGAW-JCDDKBCFSA-N,DKQFLEXGPUVPLB-UWJYYQICSA-N,OFFGSWLXBFRGAW-JCDDKBCFSA-N,DKQFLEXGPUVPLB-UWJYYQICSA-N__OFFGSWLXBFRGAW-JCDDKBCFSA-N,carbo-hetero,C=CC(=O)N[C@H]1CCCN(C(=O)[C@@H](C=O)c2ccc3c(-c4ccc(F)cc4Cl)cc(=O)oc3c2)C1,CCC1(F)CC(CN=C2/C(=C\C=C\N)Cc3ccc(Cl)c(SC)c3N2CC=O)C1,C=CC(=O)NC1CCCN(C(=O)C(C(=O)C(O)CN2C(=NCC3CC(F)(CC)C3)C(=CC=CN)Cc3ccc(Cl)c(SC)c32)c2ccc3c(-c4ccc(F)cc4Cl)cc(=O)oc3c2)C1,-9.6268,2.7209,8.670429718494415,1.7542939970746825,11.391329718494415
ZAVMTBGDKUWHRU-UZCJZYLFSA-N__LSDSEWJZSCCGKH-AHQBEZROSA-N,ZAVMTBGDKUWHRU-UZCJZYLFSA-N,LSDSEWJZSCCGKH-AHQBEZROSA-N,LSDSEWJZSCCGKH-AHQBEZROSA-N__ZAVMTBGDKUWHRU-UZCJZYLFSA-N,carbo-hetero,CC1(C)[C@H]2C[C@H](CC=O)[C@@H](NC(=O)c3csc4ccc(OS(=O)(=O)c5ccccc5)cc34)[C@@H]1C2,CCCC[C@@H](/C=C/[C@@](C)(CC=O)CCCC)c1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,CCCCC(C=CC(C)(CCCC)CC(O)C(=O)CC1CC2CC(C1NC(=O)c1csc3ccc(OS(=O)(=O)c4ccccc4)cc13)C2(C)C)c1ccc2c(c1)CCC1C2CCC2(C)C(=O)CCC12,-6.4344,5.9533,6.607773143053055,1.753043362631232,12.561073143053054
PQTHJJSDNGSRSM-LBWZTGJMSA-N__KMZBNCRJLZPYQD-UHFFFAOYSA-N,PQTHJJSDNGSRSM-LBWZTGJMSA-N,KMZBNCRJLZPYQD-UHFFFAOYSA-N,KMZBNCRJLZPYQD-UHFFFAOYSA-N__PQTHJJSDNGSRSM-LBWZTGJMSA-N,hetero-hetero,C=C1C=C(Cn2cc(C=O)c(C#N)n2)/C=C(/F)CN=C/C(Cl)=C\1,COc1c(CC=C(C)C)c(O)cc(O)c1-c1oc2c3c(c(O)cc2c1C=O)OC(C)(C)C=C3,C=C1C=C(Cl)C=NCC(F)=CC(Cn2cc(C(=O)C(O)c3c(-c4c(O)cc(O)c(CC=C(C)C)c4OC)oc4c5c(c(O)cc34)OC(C)(C)C=C5)c(C#N)n2)=C1,-7.7915,-1.028,9.47670636177063,1.7463723458472624,8.448706361770629
