id,donor_id,acceptor_id,pair_key,reaction_type,donor_smiles,acceptor_smiles,smiles,dG_xtb_kcal,dG_gxtb_kcal,dG_pred_correction_mean,dG_pred_correction_std,dG_pred
DTUMUCFHNCPJHZ-UHFFFAOYSA-N__CGEAESTXOXRLCV-UHFFFAOYSA-N,DTUMUCFHNCPJHZ-UHFFFAOYSA-N,CGEAESTXOXRLCV-UHFFFAOYSA-N,CGEAESTXOXRLCV-UHFFFAOYSA-N__DTUMUCFHNCPJHZ-UHFFFAOYSA-N,aliph-aliph,CC(C)C1CCC(CC1)CC=O,COC1(C=CC=CC1C=O)C(F)(F)F,COC1(C(F)(F)F)C=CC=CC1C(O)C(=O)CC1CCC(C(C)C)CC1,-12.5311,1.5179,-3.1023096974939106,0.6597844703015271,-1.5844096974939106
ZXTIZPQCGHYQHG-UHFFFAOYSA-N__OPKNXNXTKSSVEB-UHFFFAOYSA-N,ZXTIZPQCGHYQHG-UHFFFAOYSA-N,OPKNXNXTKSSVEB-UHFFFAOYSA-N,OPKNXNXTKSSVEB-UHFFFAOYSA-N__ZXTIZPQCGHYQHG-UHFFFAOYSA-N,aliph-hetero,C(CCCN1C(C(=O)NC1=O)C=O)CCC(=O)O,CC1=C(C=C(O1)C2=CC(=CC=C2)F)C=O,Cc1oc(-c2cccc(F)c2)cc1C(O)C(=O)C1C(=O)NC(=O)N1CCCCCCC(=O)O,-10.584,5.3497,1.8192949905991553,0.5697394320208229,7.168994990599156
FSSGDVSCSUDWQT-UHFFFAOYSA-N__UBYQXVMQHJVPRM-UHFFFAOYSA-N,FSSGDVSCSUDWQT-UHFFFAOYSA-N,UBYQXVMQHJVPRM-UHFFFAOYSA-N,FSSGDVSCSUDWQT-UHFFFAOYSA-N__UBYQXVMQHJVPRM-UHFFFAOYSA-N,hetero-hetero,CC1=C(SC(=N1)C2=CC3=C(C=C2)C(=C(C=C3)O)C=O)C(=O)NCCN4CCOCC4,CN1C=CN=C1CC2=C(C=C(C=C2)C=O)F,Cc1nc(-c2ccc3c(C(=O)C(O)c4ccc(Cc5nccn5C)c(F)c4)c(O)ccc3c2)sc1C(=O)NCCN1CCOCC1,-7.4003,8.4561,0.41442201333120465,0.5582618627522916,8.870522013331204
OKNNRJVHMIPBCX-UHFFFAOYSA-N__QCPAALHMGPFQGX-UHFFFAOYSA-N,OKNNRJVHMIPBCX-UHFFFAOYSA-N,QCPAALHMGPFQGX-UHFFFAOYSA-N,OKNNRJVHMIPBCX-UHFFFAOYSA-N__QCPAALHMGPFQGX-UHFFFAOYSA-N,carbo-carbo,CC1=CC(=C(C=C1F)C=O)C(C(=O)O)N,CC(C)(C)COC(CC1=CC=CC2=CC=CC=C21)C=O,Cc1cc(C(N)C(=O)O)c(C(=O)C(O)C(Cc2cccc3ccccc23)OCC(C)(C)C)cc1F,-12.6575,3.9955,-0.43482654392719267,0.5348102604165706,3.560673456072807
AJDWZKIQEJCHOW-UHFFFAOYSA-N__CVHHLCCMQBKSNA-UHFFFAOYSA-N,AJDWZKIQEJCHOW-UHFFFAOYSA-N,CVHHLCCMQBKSNA-UHFFFAOYSA-N,AJDWZKIQEJCHOW-UHFFFAOYSA-N__CVHHLCCMQBKSNA-UHFFFAOYSA-N,aliph-carbo,CCCCOC(=O)NN1CCC(CC1)(C=O)F,CC(=O)C1=CC(=C(C=C1)OC(C)(C)C=O)[N+](=O)[O-],CCCCOC(=O)NN1CCC(F)(C(=O)C(O)C(C)(C)Oc2ccc(C(C)=O)cc2[N+](=O)[O-])CC1,-9.2261,8.6454,-2.038693307340145,0.5275340740904298,6.606706692659856
CLKRHJBKRXPKFO-UHFFFAOYSA-N__KJZZSRKWFNIXJM-UHFFFAOYSA-N,CLKRHJBKRXPKFO-UHFFFAOYSA-N,KJZZSRKWFNIXJM-UHFFFAOYSA-N,CLKRHJBKRXPKFO-UHFFFAOYSA-N__KJZZSRKWFNIXJM-UHFFFAOYSA-N,carbo-carbo,CC(=O)SCCC=CC1=C(C=C(C=C1)C(F)(F)F)C=O,CS(=O)(=O)C1=CC=C(C=C1)C(=O)C(C(C=O)F)(F)F,CC(=O)SCCC=Cc1ccc(C(F)(F)F)cc1C(=O)C(O)C(F)C(F)(F)C(=O)c1ccc(S(C)(=O)=O)cc1,-14.2937,1.3692,2.908792418241501,0.5245340792075747,4.277992418241501
WKZBXFIZNSOPDF-NSCUHMNNSA-N__QIXQEKVNGYFHMU-UHFFFAOYSA-N,WKZBXFIZNSOPDF-NSCUHMNNSA-N,QIXQEKVNGYFHMU-UHFFFAOYSA-N,QIXQEKVNGYFHMU-UHFFFAOYSA-N__WKZBXFIZNSOPDF-NSCUHMNNSA-N,carbo-hetero,C/C=C/C1=C(C=CC(=C1)C=O)C(F)(F)F,CCOC(=O)CC1=C(C2=C(C=C(C(=C2OC1=O)C=O)O)OCCOC)C,CC=Cc1cc(C(=O)C(O)c2c(O)cc(OCCOC)c3c(C)c(CC(=O)OCC)c(=O)oc23)ccc1C(F)(F)F,-3.8944,10.0262,5.468599820137024,0.5223566549139953,15.494799820137024
FIEPHMWQNXFLJY-UHFFFAOYSA-N__MRWQYWJDXIFUNJ-UHFFFAOYSA-N,FIEPHMWQNXFLJY-UHFFFAOYSA-N,MRWQYWJDXIFUNJ-UHFFFAOYSA-N,FIEPHMWQNXFLJY-UHFFFAOYSA-N__MRWQYWJDXIFUNJ-UHFFFAOYSA-N,hetero-hetero,C1=C(N=C(C(=C1F)O)C(F)F)C=O,COC1=C(C(=NC=C1OC(F)(F)F)CBr)C=O,COc1c(OC(F)(F)F)cnc(CBr)c1C(O)C(=O)c1cc(F)c(O)c(C(F)F)n1,-13.0718,1.1849,-0.7520646505989135,0.5193197824426509,0.4328353494010866
BPBAKIJZWFGWEG-UHFFFAOYSA-N__UDEPWTCJDUYXNO-AATRIKPKSA-N,BPBAKIJZWFGWEG-UHFFFAOYSA-N,UDEPWTCJDUYXNO-AATRIKPKSA-N,BPBAKIJZWFGWEG-UHFFFAOYSA-N__UDEPWTCJDUYXNO-AATRIKPKSA-N,carbo-hetero,C1=C(C(=NC(=C1[N+](=O)[O-])F)OC(F)(F)F)C=O,C/C=C/CC1=C(C=CC(=C1OC(C)C)OC)C=O,CC=CCc1c(C(O)C(=O)c2cc([N+](=O)[O-])c(F)nc2OC(F)(F)F)ccc(OC)c1OC(C)C,-11.8032,9.0909,-0.005765074607916176,0.5182446676166518,9.085134925392083
JNJCGTCIYMYQIZ-UHFFFAOYSA-N__JWXKLMRHQZSGLM-UHFFFAOYSA-N,JNJCGTCIYMYQIZ-UHFFFAOYSA-N,JWXKLMRHQZSGLM-UHFFFAOYSA-N,JNJCGTCIYMYQIZ-UHFFFAOYSA-N__JWXKLMRHQZSGLM-UHFFFAOYSA-N,aliph-carbo,C(CCCCOC(=O)C(F)Cl)CCCC=O,CC(CC=O)C1=CC(=CC(=C1F)COC)Cl,COCc1cc(Cl)cc(C(C)CC(O)C(=O)CCCCCCCCOC(=O)C(F)Cl)c1F,-9.384,0.4711,-2.3110505625605584,0.5181195623767448,-1.8399505625605583
